score_id	set_id	difficulty	tags
6259403	5104223	2	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6260377	5104227	2	art-song,classical,female-composer,german,late-romantic,lullaby,romantic,song-cycle,piano
6260378	5104227	1	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6260379	5104227	2	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6570092	5106730	2	art-song,classical,female-composer,german,late-romantic,love,romantic,song-cycle,piano
6570192	5106730	2	art-song,classical,female-composer,german,late-romantic,night,romantic,song-cycle,piano
6570255	5106730	3	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6570310	5106730	3	art-song,classical,female-composer,german,late-romantic,love,romantic,song-cycle,piano
6260167	5104225	3	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6260168	5104225	2	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6179246	5103264	2	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6179275	5103264	2	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6179292	5103264	1	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6179305	5103264	1	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6179338	5103264	2	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6259566	5104226	3	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6259568	5104226	3	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6259569	5104226	2	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6595529	5106920	2	art-song,bohemian,classical,early-modern,female-composer,song-cycle,piano
6598190	5106920	3	art-song,bohemian,classical,early-modern,female-composer,song-cycle,piano
6598231	5106920	3	art-song,bohemian,classical,early-modern,female-composer,song-cycle,piano
6598318	5106920	2	art-song,bohemian,classical,early-modern,female-composer,song-cycle,piano
6598368	5106921	1	art-song,classical,female-composer,french,romantic,piano
6810863	5108674	2	art-song,classical,dreams,french,romantic,song-cycle,piano
6772652	5108674	2	art-song,classical,french,romantic,song-cycle,piano
6772888	5108674	2	art-song,classical,french,romantic,song-cycle,piano
6135958	5102376	3	art-song,classical,french,romantic,song-cycle,piano
6137985	5102376	1	art-song,classical,french,romantic,song-cycle,piano
6141092	5102376	2	art-song,classical,french,romantic,song-cycle,piano
6138105	5102376	2	art-song,classical,french,nature,romantic,song-cycle,piano
5598547	5099424	3	art-song,classical,french,romantic,song-cycle,piano
5626070	5099424	3	art-song,classical,french,romantic,song-cycle,piano
5627879	5099424	2	art-song,classical,french,romantic,song-cycle,piano
5612951	5099424	1	art-song,classical,french,romantic,song-cycle,piano
5605080	5099424	3	art-song,classical,french,romantic,song-cycle,piano
6567603	5079368	2	art-song,classical,female-composer,french,late-romantic,romantic,piano
6568021	5079368	3	art-song,classical,female-composer,french,late-romantic,romantic,piano
5660573	5099780	2	art-song,classical,german,romantic,song-cycle,piano
5660578	5099780	2	art-song,classical,german,romantic,song-cycle,piano
5660581	5099780	3	art-song,classical,german,romantic,song-cycle,piano
5798936	5099780	3	art-song,classical,german,romantic,song-cycle,piano
5660558	5099780	3	art-song,classical,german,romantic,song-cycle,piano
5667967	5099780	2	art-song,classical,german,romantic,song-cycle,piano
5799023	5099780	1	art-song,classical,german,romantic,song-cycle,piano
5800427	5099780	1	art-song,classical,german,romantic,song-cycle,piano
5800627	5099780	2	art-song,classical,german,romantic,song-cycle,piano
5801742	5099780	3	art-song,classical,german,romantic,song-cycle,piano
5801791	5099780	1	art-song,classical,german,romantic,song-cycle,piano
5801830	5099780	2	art-song,classical,german,nature,romantic,song-cycle,piano
6806626	5109140	2	art-song,classical,german,romantic,song-cycle,piano
6808938	5109140	2	art-song,classical,german,romantic,song-cycle,piano
6826058	5109140	2	art-song,classical,german,romantic,song-cycle,piano
6826157	5109140	2	art-song,classical,german,romantic,song-cycle,piano
6827644	5109140	2	art-song,classical,german,romantic,song-cycle,piano
6829065	5109140	2	art-song,classical,german,romantic,song-cycle,piano
5117906	5032888	1	art-song,classical,german,romantic,song-cycle,piano
5117956	5032888	2	art-song,classical,german,romantic,song-cycle,piano
5118339	5032888	3	art-song,classical,german,romantic,song-cycle,piano
5118411	5032888	2	art-song,classical,folk,german,romantic,song-cycle,piano
4976682	5032888	2	art-song,classical,german,romantic,song-cycle,piano
5118522	5032888	3	art-song,classical,german,romantic,song-cycle,piano
4928153	5032875	1	art-song,classical,german,romantic,song-cycle,piano
6800412	5032875	1	art-song,classical,german,romantic,seasons,song-cycle,piano
6800506	5032875	2	art-song,classical,german,romantic,song-cycle,piano
6801340	5032875	2	art-song,classical,german,romantic,song-cycle,piano
6801402	5032875	2	art-song,classical,german,romantic,song-cycle,piano
6801790	5032875	3	art-song,classical,german,night,romantic,song-cycle,piano
6804721	5032887	2	art-song,classical,german,romantic,song-cycle,piano
4976646	5032887	2	art-song,classical,german,romantic,song-cycle,piano
6804766	5032887	2	art-song,classical,german,romantic,song-cycle,piano
6805149	5032887	2	art-song,classical,german,romantic,song-cycle,piano
6806109	5032887	2	art-song,classical,german,romantic,song-cycle,piano
6806187	5032887	2	art-song,classical,german,romantic,song-cycle,piano
5644083	5032885	2	art-song,classical,german,romantic,song-cycle,piano
5644080	5032885	2	art-song,classical,german,romantic,song-cycle,piano
5644074	5032885	2	art-song,classical,german,romantic,song-cycle,piano
4976604	5032885	1	art-song,classical,german,love,romantic,song-cycle,piano
5644072	5032885	2	art-song,classical,german,romantic,song-cycle,piano
5828468	5032885	2	art-song,classical,german,romantic,song-cycle,piano
6810938	5109143	3	art-song,classical,german,romantic,song-cycle,piano
6811470	5109143	1	art-song,classical,german,romantic,song-cycle,piano
6812631	5109143	3	art-song,classical,dreams,german,romantic,song-cycle,piano
6812991	5109143	3	art-song,classical,german,love,romantic,song-cycle,piano
6813842	5109143	2	art-song,classical,german,romantic,song-cycle,piano
6816059	5109143	2	art-song,classical,german,romantic,song-cycle,piano
6598624	5106922	2	american,art-song,classical,female-composer,late-romantic,romantic,sea-and-water,song-cycle,piano
6598677	5106922	2	american,art-song,classical,female-composer,late-romantic,romantic,song-cycle,piano
6601231	5107057	2	art-song,british,classical,female-composer,romantic,piano
6603244	5107057	2	art-song,british,classical,female-composer,romantic,piano
6602016	5107057	2	art-song,british,classical,female-composer,romantic,sacred,piano
6604146	5107057	1	art-song,british,classical,female-composer,romantic,piano
6604249	5107059	1	art-song,classical,classical-period,female-composer,french,piano
6604179	5107059	2	art-song,classical,classical-period,female-composer,french,piano
6604420	5107058	1	art-song,british,classical,classical-period,female-composer,piano
6243836	5103585	1	art-song,british,classical,late-romantic,romantic,seasons,song-cycle,piano
6243838	5103585	1	art-song,british,classical,late-romantic,romantic,seasons,song-cycle,piano
6243839	5103585	2	art-song,british,classical,late-romantic,romantic,seasons,song-cycle,piano
6608395	5107147	2	art-song,brazilian,classical,female-composer,romantic,piano
6609884	5107147	1	art-song,brazilian,classical,female-composer,romantic,piano
6609555	5107147	2	art-song,brazilian,classical,female-composer,romantic,piano
6609847	5107147	2	art-song,brazilian,classical,female-composer,romantic,piano
6610193	5107147	2	art-song,brazilian,classical,female-composer,romantic,piano
6610246	5107147	2	art-song,brazilian,classical,female-composer,romantic,piano
6611337	5107147	3	art-song,brazilian,classical,female-composer,romantic,piano
6611543	5107147	2	art-song,brazilian,classical,female-composer,romantic,piano
6611657	5107147	1	art-song,brazilian,classical,female-composer,romantic,piano
6611741	5107147	1	art-song,brazilian,classical,female-composer,romantic,piano
6611820	5107147	2	art-song,brazilian,classical,female-composer,romantic,piano
6611874	5107147	2	art-song,brazilian,classical,female-composer,romantic,piano
5079368	5079369	2	art-song,classical,french,romantic,song-cycle,piano
5079373	5079369	2	art-song,classical,french,romantic,song-cycle,piano
5079378	5079369	2	art-song,classical,french,romantic,song-cycle,piano
5079391	5079369	2	art-song,classical,french,romantic,seasons,song-cycle,piano
5163799	5079369	1	art-song,classical,french,romantic,song-cycle,piano
5079394	5079369	1	art-song,classical,french,romantic,song-cycle,piano
6625925	5104018	1	art-song,classical,female-composer,french,romantic,piano
6624112	5104018	1	art-song,classical,female-composer,french,romantic,piano
6625953	5104018	2	art-song,classical,female-composer,french,romantic,piano
6239101	5104018	3	art-song,classical,female-composer,french,romantic,piano
6626192	5104018	2	art-song,classical,female-composer,french,romantic,piano
6626922	5104018	1	art-song,classical,female-composer,french,romantic,piano
6626468	5104018	2	art-song,classical,female-composer,french,romantic,piano
6613355	5107148	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6613436	5107148	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
6613481	5107148	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
6614717	5107148	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
6614760	5107148	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
6615501	5107148	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6617407	5107149	2	art-song,classical,female-composer,piano
6617779	5107149	1	art-song,classical,female-composer,love,piano
6620571	5107149	1	art-song,classical,dreams,female-composer,piano
6620454	5107149	1	art-song,classical,female-composer,piano
6620590	5107149	2	art-song,classical,female-composer,piano
6620711	5107149	1	art-song,classical,female-composer,piano
6620845	5107149	1	art-song,classical,female-composer,piano
6176486	5103397	2	art-song,classical,female-composer,german,late-romantic,romantic,piano
6173951	5103381	1	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6174024	5103381	1	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6174661	5103381	1	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6171447	5103369	2	art-song,classical,female-composer,german,late-romantic,night,romantic,song-cycle,piano
6171433	5103369	1	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6267934	5104240	2	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6267935	5104240	1	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6267936	5104240	1	art-song,classical,female-composer,german,late-romantic,romantic,song-cycle,piano
6622431	5107150	1	art-song,british,classical,classical-period,female-composer,piano
6621051	5107150	2	art-song,british,classical,classical-period,female-composer,piano
6466145	5103526	2	art-song,british,classical,early-modern,piano
6170065	5102696	2	art-song,british,classical,early-modern,song-cycle,piano
6154108	5102696	1	art-song,british,classical,early-modern,song-cycle,piano
6157283	5102696	2	art-song,british,classical,early-modern,nature,song-cycle,piano
6160387	5102696	3	art-song,british,classical,early-modern,song-cycle,piano
6164234	5102696	2	art-song,british,classical,early-modern,seasons,song-cycle,piano
6627929	5107151	2	art-song,british,classical,female-composer,french,late-romantic,love,romantic,piano
6627964	5107151	2	art-song,british,classical,female-composer,french,late-romantic,romantic,piano
6629763	5107151	2	art-song,british,classical,female-composer,french,late-romantic,love,romantic,piano
6629643	5107151	2	art-song,british,classical,female-composer,french,late-romantic,romantic,piano
6629724	5107151	2	art-song,british,classical,female-composer,french,late-romantic,nature,romantic,piano
6629787	5107151	2	art-song,british,classical,female-composer,french,late-romantic,romantic,piano
6628030	5107151	2	art-song,british,classical,female-composer,french,late-romantic,romantic,piano
6629619	5107151	2	art-song,british,classical,female-composer,french,late-romantic,romantic,piano
6629808	5107151	2	art-song,british,classical,female-composer,french,late-romantic,romantic,piano
6454673	5105779	2	art-song,austrian,classical,classical-period,song-cycle,piano
6454809	5105779	2	art-song,austrian,classical,classical-period,song-cycle,piano
6454913	5105779	2	art-song,austrian,classical,classical-period,song-cycle,piano
6456450	5105779	2	art-song,austrian,classical,classical-period,song-cycle,piano
6456501	5105779	3	art-song,austrian,classical,classical-period,song-cycle,piano
6465778	5105779	3	art-song,austrian,classical,classical-period,song-cycle,piano
6472842	5105779	2	art-song,austrian,classical,classical-period,song-cycle,piano
6474359	5105779	3	art-song,austrian,classical,classical-period,song-cycle,piano
6474469	5105779	2	art-song,austrian,classical,classical-period,love,song-cycle,piano
6474604	5105779	2	art-song,austrian,classical,classical-period,song-cycle,piano
6012947	5102031	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6013106	5102031	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6013171	5102031	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6022316	5102129	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6022185	5102129	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6022146	5102129	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
5000467	5016673	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5000464	5016673	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
4919798	5016673	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5000459	5016673	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5000446	5016673	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
5100543	5004627	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5004632	5004627	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
5004640	5004627	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5101299	5004627	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
5004650	5004627	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
5101361	5004627	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5987757	5101840	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5987806	5101840	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
5987851	5101840	3	art-song,classical,female-composer,german,romantic,seasons,song-cycle,piano
5987937	5101840	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5987963	5101840	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
5987993	5101840	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
4986023	5016683	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
5103883	5016683	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
5108166	5016683	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
4986026	5016683	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
5103913	5016683	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
4986030	5016683	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6022950	5102133	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6023075	5102133	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6024601	5102133	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6034442	5102133	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6034473	5102133	1	art-song,classical,female-composer,german,nature,romantic,song-cycle,piano
6034767	5102133	1	art-song,classical,female-composer,german,nature,romantic,song-cycle,piano
6631610	5107152	1	american,art-song,british,classical,dreams,female-composer,romantic,piano
5930707	5101391	1	art-song,classical,female-composer,french,romantic,piano
5946761	5101391	2	art-song,classical,female-composer,french,romantic,piano
6190351	5101391	3	art-song,classical,female-composer,french,romantic,piano
6189719	5101391	2	art-song,classical,female-composer,french,nature,romantic,piano
5935864	5101391	3	art-song,classical,female-composer,french,romantic,piano
6169445	5101391	2	art-song,classical,female-composer,french,romantic,piano
6174723	5101391	3	art-song,classical,female-composer,french,romantic,piano
5001716	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5837552	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5911190	5001717	3	art-song,classical,female-composer,french,love,romantic,sea-and-water,song-cycle,piano
5855050	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5001721	5001717	2	art-song,birds,classical,female-composer,french,romantic,song-cycle,piano
5862368	5001717	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
5719467	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5818033	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5866060	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5873379	5001717	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
5988117	5001717	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
5987893	5001717	2	art-song,classical,female-composer,french,love,romantic,song-cycle,piano
5986599	5001717	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
5986563	5001717	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
5986508	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5986322	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5986085	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5991526	5001717	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
5991686	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6147489	5001717	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5903060	5101200	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5904752	5101200	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
5904897	5101200	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5925129	5101200	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
5905678	5101200	2	art-song,classical,female-composer,french,love,romantic,song-cycle,piano
5905808	5101200	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5712131	5001676	3	art-song,classical,female-composer,french,nature,romantic,song-cycle,piano
5712146	5001676	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5712149	5001676	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5001674	5001676	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5646201	5001651	2	art-song,classical,female-composer,french,love,romantic,song-cycle,piano
5647683	5001651	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
5674506	5001651	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
5001648	5001651	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5696993	5001651	2	art-song,classical,dreams,female-composer,french,romantic,song-cycle,piano
5661740	5001651	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5879039	5001651	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
5001684	5001685	2	art-song,classical,female-composer,french,romantic,serenade,song-cycle,piano
5669853	5001685	2	art-song,classical,female-composer,french,romantic,seasons,serenade,song-cycle,piano
5669857	5001685	1	art-song,classical,female-composer,french,romantic,seasons,serenade,song-cycle,piano
5669861	5001685	3	art-song,classical,female-composer,french,romantic,serenade,song-cycle,piano
5669865	5001685	3	art-song,classical,female-composer,french,romantic,serenade,song-cycle,piano
5001730	5001731	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
5989917	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5991189	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5989993	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5991174	5001731	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
5998497	5001731	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6000428	5001731	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6001349	5001731	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6001354	5001731	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6002184	5001731	3	art-song,classical,female-composer,french,lullaby,romantic,song-cycle,piano
6002429	5001731	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6005658	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6007571	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6007917	5001731	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
6010628	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6010916	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6011018	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6011095	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6017382	5001731	3	art-song,classical,dreams,female-composer,french,romantic,song-cycle,piano
6018965	5001731	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5995356	5101904	2	art-song,classical,female-composer,french,love,romantic,song-cycle,piano
5995407	5101904	2	art-song,classical,female-composer,french,love,romantic,song-cycle,piano
5995492	5101904	1	art-song,classical,female-composer,french,love,romantic,song-cycle,piano
5995173	5101904	2	art-song,classical,female-composer,french,love,romantic,song-cycle,piano
6632270	5107153	1	american,art-song,british,classical,female-composer,late-romantic,romantic,piano
6635580	5107154	1	art-song,british,classical,female-composer,late-romantic,lullaby,romantic,piano
6636096	5107154	1	art-song,birds,british,classical,female-composer,late-romantic,nature,romantic,piano
6637145	5107154	2	art-song,british,classical,female-composer,late-romantic,romantic,piano
6636042	5107154	2	art-song,british,classical,female-composer,late-romantic,romantic,piano
6586916	5106886	1	american,art-song,classical,female-composer,late-romantic,romantic,piano
6586743	5106886	2	american,art-song,classical,female-composer,late-romantic,romantic,piano
6586980	5106885	1	american,art-song,classical,female-composer,late-romantic,nature,romantic,song-cycle,piano
6587062	5106885	1	american,art-song,classical,female-composer,late-romantic,nature,romantic,song-cycle,piano
6588520	5106885	1	american,art-song,classical,female-composer,late-romantic,nature,romantic,song-cycle,piano
5834392	5100858	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5837811	5100858	3	art-song,classical,female-composer,french,love,romantic,song-cycle,piano
5840072	5100858	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
5840228	5100858	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6153748	5103215	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6156388	5103215	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6155444	5103215	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6156587	5103215	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6157272	5103215	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6157363	5103215	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6214351	5101248	3	art-song,classical,female-composer,french,romantic,song-cycle,piano
6214587	5101248	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6217099	5101248	2	art-song,classical,female-composer,french,night,romantic,song-cycle,piano
6217375	5101248	1	art-song,classical,female-composer,french,romantic,song-cycle,piano
6217488	5101248	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
5906774	5101248	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6218315	5101248	2	art-song,classical,female-composer,french,romantic,song-cycle,piano
6304288	5103449	1	american,art-song,classical,late-romantic,ragtime,romantic,piano
6128281	5103000	2	art-song,birds,classical,female-composer,german,romantic,song-cycle,piano
6126574	5103000	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6125479	5103000	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6130647	5103034	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6130751	5103034	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6130821	5103034	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6137812	5103034	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6141648	5103034	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6141796	5103034	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6177220	5103398	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6177233	5103398	3	art-song,classical,female-composer,german,love,romantic,song-cycle,piano
6177271	5103398	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6177442	5103398	3	art-song,classical,female-composer,german,lullaby,romantic,song-cycle,piano
6178990	5103398	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6179021	5103398	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6247269	5104084	3	art-song,classical,female-composer,german,night,romantic,song-cycle,piano
6247458	5104084	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6247576	5104084	3	art-song,classical,female-composer,german,lullaby,romantic,song-cycle,piano
6247913	5104084	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6249298	5104084	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6249340	5104084	1	art-song,classical,female-composer,german,romantic,song-cycle,piano,war-and-patriotic
6571858	5106651	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6571960	5106651	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6572043	5106651	2	art-song,classical,female-composer,german,mourning,romantic,song-cycle,piano
6572423	5106651	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6573240	5106651	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6573275	5106651	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
5988112	5101845	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
5988341	5101845	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5988388	5101845	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
5988442	5101845	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
5988489	5101845	2	art-song,classical,female-composer,german,mourning,romantic,song-cycle,piano
5989459	5101845	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6248301	5103021	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6248302	5103021	2	art-song,classical,female-composer,german,romantic,sea-and-water,song-cycle,piano
6248307	5103021	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6248303	5103021	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6248304	5103021	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6248305	5103021	1	art-song,classical,female-composer,german,night,romantic,song-cycle,piano
6151215	5103022	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6150402	5103022	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6151337	5103022	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6151982	5103022	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6153376	5103022	2	art-song,classical,female-composer,german,night,romantic,song-cycle,piano
6153442	5103022	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6165152	5103316	1	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6165185	5103316	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6165226	5103316	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6166144	5103316	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6166096	5103316	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6166579	5103328	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6206972	5103328	1	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207007	5103328	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207018	5103328	1	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207025	5103328	1	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207045	5103328	1	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207048	5103328	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207054	5103328	1	art-song,austrian,birds,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207073	5103328	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207085	5103328	1	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207095	5103328	1	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207100	5103328	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6207104	5103328	2	art-song,austrian,classical,female-composer,late-romantic,romantic,song-cycle,piano
6093956	5102731	3	art-song,classical,female-composer,german,romantic,piano
6095279	5102731	3	art-song,classical,female-composer,german,romantic,travel,piano
6012375	5102030	3	art-song,classical,female-composer,german,romantic,song-cycle,piano
6012390	5102030	1	art-song,classical,female-composer,german,romantic,song-cycle,piano
6009685	5102015	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6009759	5102015	2	art-song,classical,female-composer,german,romantic,song-cycle,piano
6067231	5102015	3	art-song,classical,female-composer,german,romantic,song-cycle,piano,war-and-patriotic
